"region","alder","statistikkvariabel","måned","value"
"Grong","30-74 år","Personer registrert helt arbeidsledige","2012M11",16
"Grong","30-74 år","Personer registrert helt arbeidsledige","2013M11",11
"Grong","30-74 år","Personer registrert helt arbeidsledige","2014M11",17
"Grong","30-74 år","Personer registrert helt arbeidsledige","2015M11",9
"Grong","30-74 år","Personer registrert helt arbeidsledige","2016M11",12
"Grong","30-74 år","Personer registrert helt arbeidsledige","2017M11",14
"Høylandet","15-74 år","Personer registrert helt arbeidsledige","2009M11",4
"Høylandet","15-74 år","Personer registrert helt arbeidsledige","2010M11",8
"Høylandet","15-74 år","Personer registrert helt arbeidsledige","2011M11",9
"Høylandet","15-74 år","Personer registrert helt arbeidsledige","2012M11",5
"Høylandet","15-74 år","Personer registrert helt arbeidsledige","2013M11",7
"Høylandet","15-74 år","Personer registrert helt arbeidsledige","2014M11",9
"Høylandet","15-74 år","Personer registrert helt arbeidsledige","2015M11",4
"Høylandet","15-74 år","Personer registrert helt arbeidsledige","2016M11",4
"Høylandet","15-29 år","Personer registrert helt arbeidsledige","2010M11",3
"Høylandet","15-29 år","Personer registrert helt arbeidsledige","2011M11",5
"Høylandet","15-29 år","Personer registrert helt arbeidsledige","2013M11",3
"Høylandet","15-29 år","Personer registrert helt arbeidsledige","2014M11",4
"Høylandet","30-74 år","Personer registrert helt arbeidsledige","2010M11",5
"Høylandet","30-74 år","Personer registrert helt arbeidsledige","2011M11",4
"Høylandet","30-74 år","Personer registrert helt arbeidsledige","2013M11",4
"Høylandet","30-74 år","Personer registrert helt arbeidsledige","2014M11",5
"Overhalla","15-74 år","Personer registrert helt arbeidsledige","2009M11",42
"Overhalla","15-74 år","Personer registrert helt arbeidsledige","2010M11",35
"Overhalla","15-74 år","Personer registrert helt arbeidsledige","2011M11",35
"Overhalla","15-74 år","Personer registrert helt arbeidsledige","2012M11",21
"Overhalla","15-74 år","Personer registrert helt arbeidsledige","2013M11",31
"Overhalla","15-74 år","Personer registrert helt arbeidsledige","2014M11",28
"Overhalla","15-74 år","Personer registrert helt arbeidsledige","2015M11",30
"Overhalla","15-74 år","Personer registrert helt arbeidsledige","2016M11",17
"Overhalla","15-74 år","Personer registrert helt arbeidsledige","2017M11",25
"Overhalla","15-29 år","Personer registrert helt arbeidsledige","2009M11",18
"Overhalla","15-29 år","Personer registrert helt arbeidsledige","2010M11",19
"Overhalla","15-29 år","Personer registrert helt arbeidsledige","2011M11",11
"Overhalla","15-29 år","Personer registrert helt arbeidsledige","2012M11",8
"Overhalla","15-29 år","Personer registrert helt arbeidsledige","2013M11",12
"Overhalla","15-29 år","Personer registrert helt arbeidsledige","2014M11",12
"Overhalla","15-29 år","Personer registrert helt arbeidsledige","2015M11",14
"Overhalla","15-29 år","Personer registrert helt arbeidsledige","2016M11",6
"Overhalla","15-29 år","Personer registrert helt arbeidsledige","2017M11",11
"Overhalla","30-74 år","Personer registrert helt arbeidsledige","2009M11",24
"Overhalla","30-74 år","Personer registrert helt arbeidsledige","2010M11",16
"Overhalla","30-74 år","Personer registrert helt arbeidsledige","2011M11",24
"Overhalla","30-74 år","Personer registrert helt arbeidsledige","2012M11",13
"Overhalla","30-74 år","Personer registrert helt arbeidsledige","2013M11",19
"Overhalla","30-74 år","Personer registrert helt arbeidsledige","2014M11",16
"Overhalla","30-74 år","Personer registrert helt arbeidsledige","2015M11",16
"Overhalla","30-74 år","Personer registrert helt arbeidsledige","2016M11",11
"Overhalla","30-74 år","Personer registrert helt arbeidsledige","2017M11",14
"Fosnes","15-74 år","Personer registrert helt arbeidsledige","2009M11",9
"Fosnes","15-74 år","Personer registrert helt arbeidsledige","2010M11",7
"Fosnes","15-74 år","Personer registrert helt arbeidsledige","2012M11",7
"Fosnes","15-74 år","Personer registrert helt arbeidsledige","2013M11",8
"Fosnes","15-74 år","Personer registrert helt arbeidsledige","2015M11",6
"Fosnes","15-74 år","Personer registrert helt arbeidsledige","2016M11",3
"Fosnes","15-29 år","Personer registrert helt arbeidsledige","2009M11",3
"Fosnes","15-29 år","Personer registrert helt arbeidsledige","2012M11",4
"Fosnes","15-29 år","Personer registrert helt arbeidsledige","2013M11",4
"Fosnes","15-29 år","Personer registrert helt arbeidsledige","2015M11",3
"Fosnes","30-74 år","Personer registrert helt arbeidsledige","2009M11",6
"Fosnes","30-74 år","Personer registrert helt arbeidsledige","2012M11",3
"Fosnes","30-74 år","Personer registrert helt arbeidsledige","2013M11",4
"Fosnes","30-74 år","Personer registrert helt arbeidsledige","2015M11",3
"Fosnes","30-74 år","Personer registrert helt arbeidsledige","2016M11",3
"Flatanger","15-74 år","Personer registrert helt arbeidsledige","2009M11",16
"Flatanger","15-74 år","Personer registrert helt arbeidsledige","2010M11",11
"Flatanger","15-74 år","Personer registrert helt arbeidsledige","2011M11",13
"Flatanger","15-74 år","Personer registrert helt arbeidsledige","2012M11",19
"Flatanger","15-74 år","Personer registrert helt arbeidsledige","2013M11",16
"Flatanger","15-74 år","Personer registrert helt arbeidsledige","2014M11",11
"Flatanger","15-74 år","Personer registrert helt arbeidsledige","2016M11",9
"Flatanger","15-74 år","Personer registrert helt arbeidsledige","2017M11",4
"Flatanger","15-29 år","Personer registrert helt arbeidsledige","2009M11",4
"Flatanger","15-29 år","Personer registrert helt arbeidsledige","2011M11",3
"Flatanger","15-29 år","Personer registrert helt arbeidsledige","2012M11",4
"Flatanger","15-29 år","Personer registrert helt arbeidsledige","2013M11",3
"Flatanger","15-29 år","Personer registrert helt arbeidsledige","2014M11",4
"Flatanger","15-29 år","Personer registrert helt arbeidsledige","2016M11",5
"Flatanger","30-74 år","Personer registrert helt arbeidsledige","2009M11",12
"Flatanger","30-74 år","Personer registrert helt arbeidsledige","2011M11",10
"Flatanger","30-74 år","Personer registrert helt arbeidsledige","2012M11",15
"Flatanger","30-74 år","Personer registrert helt arbeidsledige","2013M11",13
"Flatanger","30-74 år","Personer registrert helt arbeidsledige","2014M11",7
"Flatanger","30-74 år","Personer registrert helt arbeidsledige","2015M11",8
"Flatanger","30-74 år","Personer registrert helt arbeidsledige","2016M11",4
"Vikna","15-74 år","Personer registrert helt arbeidsledige","2009M11",50
"Vikna","15-74 år","Personer registrert helt arbeidsledige","2010M11",44
"Vikna","15-74 år","Personer registrert helt arbeidsledige","2011M11",42
"Vikna","15-74 år","Personer registrert helt arbeidsledige","2012M11",53
"Vikna","15-74 år","Personer registrert helt arbeidsledige","2013M11",48
"Vikna","15-74 år","Personer registrert helt arbeidsledige","2014M11",91
"Vikna","15-74 år","Personer registrert helt arbeidsledige","2015M11",61
"Vikna","15-74 år","Personer registrert helt arbeidsledige","2016M11",38
"Vikna","15-74 år","Personer registrert helt arbeidsledige","2017M11",35
"Vikna","15-29 år","Personer registrert helt arbeidsledige","2009M11",22
"Vikna","15-29 år","Personer registrert helt arbeidsledige","2010M11",14
"Vikna","15-29 år","Personer registrert helt arbeidsledige","2011M11",16
"Vikna","15-29 år","Personer registrert helt arbeidsledige","2012M11",19
"Vikna","15-29 år","Personer registrert helt arbeidsledige","2013M11",31
"Vikna","15-29 år","Personer registrert helt arbeidsledige","2014M11",38
"Vikna","15-29 år","Personer registrert helt arbeidsledige","2015M11",25
"Vikna","15-29 år","Personer registrert helt arbeidsledige","2016M11",11
"Vikna","15-29 år","Personer registrert helt arbeidsledige","2017M11",14
"Vikna","30-74 år","Personer registrert helt arbeidsledige","2009M11",28
"Vikna","30-74 år","Personer registrert helt arbeidsledige","2010M11",30
"Vikna","30-74 år","Personer registrert helt arbeidsledige","2011M11",26
"Vikna","30-74 år","Personer registrert helt arbeidsledige","2012M11",34
"Vikna","30-74 år","Personer registrert helt arbeidsledige","2013M11",17
"Vikna","30-74 år","Personer registrert helt arbeidsledige","2014M11",53
"Vikna","30-74 år","Personer registrert helt arbeidsledige","2015M11",36
"Vikna","30-74 år","Personer registrert helt arbeidsledige","2016M11",27
"Vikna","30-74 år","Personer registrert helt arbeidsledige","2017M11",21
"Nærøy","15-74 år","Personer registrert helt arbeidsledige","2009M11",47
"Nærøy","15-74 år","Personer registrert helt arbeidsledige","2010M11",60
"Nærøy","15-74 år","Personer registrert helt arbeidsledige","2011M11",41
"Nærøy","15-74 år","Personer registrert helt arbeidsledige","2012M11",44
"Nærøy","15-74 år","Personer registrert helt arbeidsledige","2013M11",63
"Nærøy","15-74 år","Personer registrert helt arbeidsledige","2014M11",90
"Nærøy","15-74 år","Personer registrert helt arbeidsledige","2015M11",42
"Nærøy","15-74 år","Personer registrert helt arbeidsledige","2016M11",45
"Nærøy","15-74 år","Personer registrert helt arbeidsledige","2017M11",48
"Nærøy","15-29 år","Personer registrert helt arbeidsledige","2009M11",18
"Nærøy","15-29 år","Personer registrert helt arbeidsledige","2010M11",28
"Nærøy","15-29 år","Personer registrert helt arbeidsledige","2011M11",19
"Nærøy","15-29 år","Personer registrert helt arbeidsledige","2012M11",17
"Nærøy","15-29 år","Personer registrert helt arbeidsledige","2013M11",31
"Nærøy","15-29 år","Personer registrert helt arbeidsledige","2014M11",29
"Nærøy","15-29 år","Personer registrert helt arbeidsledige","2015M11",22
"Nærøy","15-29 år","Personer registrert helt arbeidsledige","2016M11",18
"Nærøy","15-29 år","Personer registrert helt arbeidsledige","2017M11",14
"Nærøy","30-74 år","Personer registrert helt arbeidsledige","2009M11",29
"Nærøy","30-74 år","Personer registrert helt arbeidsledige","2010M11",32
"Nærøy","30-74 år","Personer registrert helt arbeidsledige","2011M11",22
"Nærøy","30-74 år","Personer registrert helt arbeidsledige","2012M11",27
"Nærøy","30-74 år","Personer registrert helt arbeidsledige","2013M11",32
"Nærøy","30-74 år","Personer registrert helt arbeidsledige","2014M11",61
"Nærøy","30-74 år","Personer registrert helt arbeidsledige","2015M11",20
"Nærøy","30-74 år","Personer registrert helt arbeidsledige","2016M11",27
"Nærøy","30-74 år","Personer registrert helt arbeidsledige","2017M11",34
"Leka","15-74 år","Personer registrert helt arbeidsledige","2010M11",5
"Leka","15-74 år","Personer registrert helt arbeidsledige","2011M11",5
"Leka","15-74 år","Personer registrert helt arbeidsledige","2014M11",4
"Leka","15-74 år","Personer registrert helt arbeidsledige","2017M11",3
"Leka","15-29 år","Personer registrert helt arbeidsledige","2017M11",3
"Inderøy","15-74 år","Personer registrert helt arbeidsledige","2012M11",40
"Inderøy","15-74 år","Personer registrert helt arbeidsledige","2013M11",61
"Inderøy","15-74 år","Personer registrert helt arbeidsledige","2014M11",59
"Inderøy","15-74 år","Personer registrert helt arbeidsledige","2015M11",83
"Inderøy","15-74 år","Personer registrert helt arbeidsledige","2016M11",64
"Inderøy","15-74 år","Personer registrert helt arbeidsledige","2017M11",58
"Inderøy","15-29 år","Personer registrert helt arbeidsledige","2012M11",18
"Inderøy","15-29 år","Personer registrert helt arbeidsledige","2013M11",22
"Inderøy","15-29 år","Personer registrert helt arbeidsledige","2014M11",28
"Inderøy","15-29 år","Personer registrert helt arbeidsledige","2015M11",21
"Inderøy","15-29 år","Personer registrert helt arbeidsledige","2016M11",22
"Inderøy","15-29 år","Personer registrert helt arbeidsledige","2017M11",15
"Inderøy","30-74 år","Personer registrert helt arbeidsledige","2012M11",22
"Inderøy","30-74 år","Personer registrert helt arbeidsledige","2013M11",39
"Inderøy","30-74 år","Personer registrert helt arbeidsledige","2014M11",31
"Inderøy","30-74 år","Personer registrert helt arbeidsledige","2015M11",62
"Inderøy","30-74 år","Personer registrert helt arbeidsledige","2016M11",42
"Inderøy","30-74 år","Personer registrert helt arbeidsledige","2017M11",43
